motor_id,test_cycle,rated_power_W,no_load_rpm,phase_winding_resistance_ohm,phase_imbalance_percent,torque_output_Nm,torque_ripple_percent,hall_sensor_voltage_V,hall_signal_integrity_percent,efficiency_percent,qc_status
MTR_0158,8,1520.24,3259.85,0.272,1.29,5.14,1.72,5.21,99.47,93.66,PASS
MTR_0158,9,1421.75,3118.96,0.321,2.05,4.58,3.3,4.76,97.76,88.83,PASS
MTR_0158,10,1419.76,3343.04,0.335,2.35,4.15,4.85,5.06,98.11,87.14,PASS
MTR_0158,11,1423.42,3328.48,0.324,0.53,4.54,1.04,5.24,98.29,91.15,PASS
MTR_0158,12,1420.1,3093.43,0.316,2.33,4.96,4.63,5.12,97.3,90.8,PASS
MTR_0158,13,1584.28,3300.32,0.298,3.07,4.27,3.9,5.22,99.54,93.37,PASS
MTR_0158,14,1477.33,3248.86,0.295,1.89,4.29,2.02,4.78,99.24,89.34,PASS
MTR_0158,15,1560.52,3228.3,0.34,1.97,4.92,4.9,4.82,97.74,94.85,PASS
MTR_0158,16,1421.77,3252.57,0.295,2.81,4.74,3.84,5.19,98.17,85.87,PASS
MTR_0158,17,1497.14,3331.58,0.319,0.93,4.18,2.55,5.21,97.97,93.23,PASS
MTR_0158,18,1368.62,3036.48,0.35,4.07,3.87,6.18,4.66,93.08,82.65,WARNING
MTR_0158,19,1509.71,3288.57,0.285,2.99,4.39,1.16,5.23,99.42,89.79,PASS
MTR_0158,20,1543.87,3320.95,0.253,1.88,4.57,1.56,4.94,97.57,92.66,PASS
MTR_0158,21,1357.16,3010.51,0.354,4.14,3.88,6.68,5.27,95.35,84.8,WARNING
MTR_0158,22,1523.45,3301.27,0.303,0.81,5.2,4.18,5.14,98.66,93.55,PASS
MTR_0158,23,1404.51,3347.49,0.297,0.97,5.18,4.47,4.89,97.16,88.98,PASS
MTR_0158,24,1597.6,3082.21,0.318,1.16,4.62,3.05,4.92,98.16,94.46,PASS
MTR_0158,25,1060.1,2487.51,0.591,5.38,2.55,14.63,6.38,78.46,48.4,FAIL
MTR_0158,26,1494.45,3313.96,0.27,1.11,4.8,4.09,5.09,97.06,91.55,PASS
MTR_0158,27,1887.13,2387.44,0.534,7.21,1.68,13.36,5.58,57.62,70.7,FAIL
MTR_0158,28,1479.97,3300.6,0.259,3.21,4.28,1.49,4.98,97.68,86.83,PASS
MTR_0158,29,1485.29,3185.68,0.264,3.25,4.14,1.9,5.15,99.86,92.11,PASS
MTR_0158,30,1461.34,3283.01,0.319,3.31,4.19,4.69,4.93,98.15,90.72,PASS
MTR_0158,31,1502.86,3204.56,0.325,1.05,4.21,2.24,4.8,98.79,92.4,PASS
MTR_0158,32,1437.86,3245.02,0.301,1.04,4.78,4.12,5.09,98.7,89.04,PASS
MTR_0158,33,1547.65,3186.5,0.269,1.65,4.81,2.85,4.86,99.22,85.02,PASS
MTR_0158,34,1502.59,3137.93,0.266,0.52,4.06,1.24,4.94,97.51,92.76,PASS
MTR_0158,35,1404.44,3234.16,0.273,1.84,4.34,1.5,5.22,99.08,85.94,PASS
MTR_0158,36,1374.51,3031.33,0.345,3.59,4.0,6.08,4.68,93.5,84.72,WARNING
MTR_0158,37,1563.78,3343.09,0.308,3.46,4.72,2.67,4.84,98.35,93.13,PASS
MTR_0158,38,1518.38,3080.56,0.318,0.56,4.46,4.05,4.83,98.61,89.49,PASS
MTR_0158,39,1431.32,3296.01,0.289,3.08,4.26,3.77,4.87,97.17,94.07,PASS
MTR_0158,40,1328.95,3397.13,0.368,4.34,3.9,6.45,5.26,93.44,83.15,WARNING
MTR_0158,41,1356.58,3016.03,0.355,4.04,3.89,6.61,4.65,92.78,82.61,WARNING
MTR_0158,42,1574.46,3293.17,0.291,2.62,4.93,2.25,5.12,97.84,93.24,PASS
MTR_0158,43,1377.09,3000.1,0.382,4.09,3.92,5.39,5.32,95.32,83.22,WARNING
MTR_0158,44,1369.09,3022.65,0.386,4.7,3.88,6.38,4.68,95.4,84.6,WARNING
MTR_0158,45,1388.7,3260.21,0.275,1.91,4.19,1.22,4.99,99.9,91.96,PASS
MTR_0158,46,1303.1,3803.62,0.433,5.8,3.76,7.68,4.08,81.23,71.37,FAIL
MTR_0158,47,1346.75,3381.22,0.389,4.37,3.89,5.04,5.34,92.52,83.19,WARNING
MTR_0158,48,1056.27,2513.82,0.564,5.38,3.53,12.47,6.23,62.95,54.32,FAIL
MTR_0158,49,1539.24,3144.83,0.271,3.49,4.52,4.32,4.84,98.54,91.89,PASS
MTR_0158,50,1451.73,3251.1,0.332,0.84,4.06,2.22,5.15,98.9,94.62,PASS
MTR_0159,1,1342.65,3386.48,0.353,5.0,3.89,6.54,4.73,94.61,82.22,WARNING
MTR_0159,2,1588.21,3078.04,0.301,1.74,5.1,2.48,4.79,97.22,89.02,PASS
MTR_0159,3,1443.77,3129.7,0.331,1.99,4.1,3.51,4.98,99.58,88.25,PASS
MTR_0159,4,1591.28,3073.43,0.296,1.4,4.59,4.86,4.8,97.88,88.3,PASS
MTR_0159,5,1522.99,3335.37,0.332,2.63,4.73,1.97,4.89,99.17,89.41,PASS
MTR_0159,6,1590.12,3260.54,0.319,1.87,4.31,4.14,4.93,99.31,90.99,PASS
MTR_0159,7,2186.12,4179.46,0.551,6.06,3.78,13.89,3.12,53.53,57.88,FAIL
MTR_0159,8,1506.29,3340.28,0.34,1.78,5.15,2.2,5.23,98.46,94.69,PASS
MTR_0159,9,1524.18,3070.26,0.264,1.46,4.9,3.45,5.05,99.97,90.78,PASS
MTR_0159,10,1427.75,3138.06,0.34,3.42,5.01,2.38,5.15,98.5,91.09,PASS
MTR_0159,11,1466.05,3088.68,0.268,1.16,4.47,4.67,5.03,97.0,91.15,PASS
MTR_0159,12,1300.73,2742.94,0.563,10.09,2.26,10.31,6.26,77.71,75.81,FAIL
MTR_0159,13,1593.43,3247.45,0.333,2.6,4.79,3.71,4.84,98.25,90.65,PASS
MTR_0159,14,1397.94,3268.23,0.254,3.43,4.65,2.14,4.83,97.3,87.12,PASS
MTR_0159,15,1327.29,3044.32,0.366,4.47,3.97,5.91,4.68,93.39,83.79,WARNING
MTR_0159,16,1347.14,3392.71,0.388,4.31,3.92,6.37,4.72,92.35,83.73,WARNING
MTR_0159,17,1451.99,3324.16,0.327,0.51,4.44,4.59,5.23,98.06,86.06,PASS
MTR_0159,18,1463.71,3280.0,0.283,0.88,4.8,1.3,5.04,97.04,89.16,PASS
MTR_0159,19,1381.04,3071.95,0.299,0.51,5.03,1.92,5.17,98.24,90.15,PASS
MTR_0159,20,1422.65,3123.42,0.308,1.77,4.89,1.41,4.89,98.53,87.92,PASS
MTR_0159,21,1424.57,3180.67,0.277,3.38,4.6,2.77,5.03,97.15,94.49,PASS
MTR_0159,22,1350.73,3020.29,0.359,4.38,3.93,5.72,4.72,96.69,83.69,WARNING
MTR_0159,23,1310.71,3594.06,0.414,9.65,2.46,8.47,3.31,63.79,47.39,FAIL
MTR_0159,24,1405.63,3168.49,0.259,0.77,5.0,2.87,4.95,98.15,89.42,PASS
MTR_0159,25,1332.41,3380.92,0.385,4.1,3.98,5.94,4.68,93.61,84.31,WARNING
MTR_0159,26,1415.26,3259.79,0.269,1.79,4.61,4.17,4.91,99.83,92.22,PASS
MTR_0159,27,1414.54,3255.66,0.339,3.31,4.25,4.09,4.8,97.42,87.56,PASS
MTR_0159,28,1562.85,3187.94,0.272,3.47,4.95,3.15,4.75,98.63,93.77,PASS
MTR_0159,29,1583.79,3237.52,0.284,0.87,4.27,1.2,5.25,99.15,92.78,PASS
MTR_0159,30,1447.63,3076.75,0.266,3.26,4.44,3.61,4.87,97.1,89.32,PASS
MTR_0159,31,1355.29,3001.87,0.375,3.73,3.89,6.56,4.66,92.77,84.87,WARNING
MTR_0159,32,1541.93,3090.25,0.264,0.95,4.97,3.5,4.81,99.28,90.34,PASS
MTR_0159,33,1198.78,2985.98,0.464,8.89,2.92,11.25,5.45,58.61,59.39,FAIL
MTR_0159,34,1435.77,3281.5,0.294,2.08,4.27,1.46,4.79,98.27,90.8,PASS
MTR_0159,35,1592.57,3086.31,0.341,2.99,4.21,1.22,4.96,98.3,88.51,PASS
MTR_0159,36,1326.21,3368.43,0.352,4.99,3.99,6.92,4.73,93.77,82.35,WARNING
MTR_0159,37,1585.82,3314.06,0.299,1.04,4.27,2.28,5.12,98.08,91.14,PASS
MTR_0159,38,1403.9,3086.49,0.344,1.11,5.16,4.46,5.2,98.36,88.55,PASS
MTR_0159,39,1506.79,3336.56,0.253,3.38,5.04,1.75,5.17,99.41,85.35,PASS
MTR_0159,40,1508.99,3107.69,0.31,2.53,4.89,2.81,5.04,97.9,93.12,PASS
MTR_0159,41,1549.44,3303.68,0.329,3.01,5.13,1.76,4.83,97.61,93.75,PASS
MTR_0159,42,1517.07,3107.25,0.264,1.11,4.53,2.16,4.89,97.93,90.11,PASS
MTR_0159,43,1515.22,3191.54,0.29,1.72,4.37,2.01,5.06,99.88,90.95,PASS
MTR_0159,44,1367.1,3025.59,0.352,3.76,3.9,6.44,5.34,96.16,84.96,WARNING
MTR_0159,45,1578.5,3346.73,0.327,1.36,5.08,1.43,5.0,97.56,89.02,PASS
MTR_0159,46,1330.83,3039.29,0.378,5.0,3.9,6.71,5.26,94.82,84.78,WARNING
MTR_0159,47,1380.97,3202.74,0.273,1.88,4.73,1.63,5.01,98.21,90.15,PASS
MTR_0159,48,1471.33,3256.61,0.281,2.85,4.41,2.42,4.97,97.61,93.74,PASS
MTR_0159,49,1324.26,3046.14,0.379,3.76,3.93,6.11,5.27,95.97,83.85,WARNING
MTR_0159,50,2190.22,3898.5,0.51,7.87,3.55,9.54,6.43,52.33,73.31,FAIL
MTR_0160,1,1579.21,3213.53,0.287,0.9,5.01,1.67,4.99,99.34,92.67,PASS
MTR_0160,2,1400.33,3151.72,0.291,1.68,4.46,1.12,5.2,99.33,85.24,PASS
MTR_0160,3,1345.09,3375.83,0.367,3.87,3.93,5.98,4.67,92.73,83.21,WARNING
MTR_0160,4,1343.91,3373.31,0.387,4.61,4.03,5.39,4.69,93.21,83.95,WARNING
MTR_0160,5,1552.82,3235.96,0.317,2.42,5.05,1.36,4.96,97.78,85.47,PASS
MTR_0160,6,1458.53,3136.09,0.265,1.56,4.25,3.7,4.86,97.38,93.57,PASS
MTR_0160,7,1326.0,3399.54,0.365,4.97,4.04,5.26,5.27,96.84,82.19,WARNING
MTR_0160,8,1519.72,3263.79,0.298,3.44,4.96,3.31,5.13,99.35,94.56,PASS
MTR_0160,9,1599.69,3110.85,0.3,3.23,4.75,4.24,4.94,99.72,93.61,PASS
MTR_0160,10,1523.74,3236.05,0.262,3.46,4.55,4.35,5.14,97.86,85.33,PASS
MTR_0160,11,1134.49,2399.96,0.631,10.93,2.52,10.38,4.5,84.07,48.88,FAIL
MTR_0160,12,1214.5,3444.12,0.434,5.65,2.67,11.36,3.37,61.72,50.33,FAIL
MTR_0160,13,1365.91,3005.58,0.352,3.78,3.89,6.24,5.3,93.51,82.47,WARNING
MTR_0160,14,1478.31,3280.85,0.25,1.95,4.77,2.5,5.0,97.63,91.0,PASS
MTR_0160,15,1519.25,3165.29,0.279,1.64,4.42,4.84,5.11,99.52,85.0,PASS
MTR_0160,16,1594.48,3139.94,0.318,1.0,4.6,3.16,5.14,97.95,94.38,PASS
MTR_0160,17,1356.93,3363.0,0.35,4.81,4.03,5.84,4.7,96.1,82.19,WARNING
MTR_0160,18,1546.24,3182.17,0.272,3.46,4.97,4.95,4.79,98.93,88.78,PASS
MTR_0160,19,1426.42,3071.68,0.25,2.82,4.54,3.14,5.01,99.1,89.69,PASS
MTR_0160,20,1519.82,3334.65,0.267,1.55,4.22,3.8,5.16,98.47,93.86,PASS
MTR_0160,21,2167.42,3440.57,0.5,8.15,3.39,9.1,6.02,65.01,77.88,FAIL
MTR_0160,22,1503.65,3272.78,0.253,1.72,4.59,3.76,5.08,97.97,89.93,PASS
MTR_0160,23,1550.77,3131.36,0.288,0.8,4.99,4.36,4.86,99.63,91.2,PASS
MTR_0160,24,1325.93,3011.0,0.36,3.91,4.04,5.25,5.26,93.53,82.71,WARNING
MTR_0160,25,1339.34,3394.0,0.376,4.16,4.01,5.9,4.65,93.76,82.36,WARNING
MTR_0160,26,1598.64,3255.39,0.268,1.18,5.18,4.73,4.79,99.86,94.76,PASS
MTR_0160,27,1549.75,3151.4,0.254,1.33,4.43,2.38,5.22,97.3,92.14,PASS
MTR_0160,28,1598.02,3114.69,0.269,3.38,4.54,2.37,5.15,99.15,87.45,PASS
MTR_0160,29,1570.34,3320.89,0.31,1.64,4.3,1.51,4.76,99.3,88.28,PASS
MTR_0160,30,1589.5,3090.68,0.253,2.76,4.66,4.44,4.97,98.21,94.78,PASS
MTR_0160,31,1404.38,3339.37,0.335,1.55,4.98,1.41,5.19,97.78,91.33,PASS
MTR_0160,32,1425.99,3263.0,0.294,2.62,4.36,2.2,4.96,98.44,92.21,PASS
MTR_0160,33,1452.57,3280.88,0.295,1.96,4.38,1.92,4.87,97.43,86.7,PASS
MTR_0160,34,1083.3,3882.52,0.655,6.72,2.19,13.14,4.1,81.77,60.57,FAIL
MTR_0160,35,1484.42,3288.48,0.293,1.32,4.78,3.37,4.95,98.51,93.0,PASS
MTR_0160,36,1390.91,3093.74,0.293,0.69,5.2,3.39,4.83,98.86,90.69,PASS
MTR_0160,37,1496.97,3135.5,0.308,1.52,4.65,3.33,5.09,99.58,94.09,PASS
MTR_0160,38,1377.11,3017.56,0.349,3.78,3.9,6.16,4.66,93.5,82.54,WARNING
MTR_0160,39,1465.37,3154.54,0.334,1.97,4.1,2.51,5.09,97.45,86.17,PASS
MTR_0160,40,1322.36,3021.12,0.38,4.68,3.91,6.14,5.32,92.86,84.09,WARNING
MTR_0160,41,1369.45,3361.0,0.361,4.07,3.95,5.96,4.69,94.99,82.85,WARNING
MTR_0160,42,1442.53,3122.75,0.318,2.36,4.05,4.01,5.17,99.47,89.58,PASS
MTR_0160,43,1582.17,3144.21,0.276,0.92,4.54,1.55,5.17,99.38,90.39,PASS
MTR_0160,44,1432.67,3244.8,0.3,1.62,4.27,4.85,5.06,98.94,94.53,PASS
MTR_0160,45,1568.94,3229.26,0.299,0.53,4.3,1.66,5.1,99.37,85.37,PASS
MTR_0160,46,1302.07,2403.65,0.435,11.79,3.78,12.11,4.64,67.82,45.81,FAIL
MTR_0160,47,1513.35,3154.75,0.345,1.25,4.56,4.56,5.0,97.41,94.56,PASS
MTR_0160,48,1562.86,3102.91,0.297,1.61,4.63,4.14,4.98,97.41,87.09,PASS
MTR_0160,49,1407.71,3330.98,0.266,3.22,5.17,1.91,4.82,98.26,89.97,PASS
MTR_0160,50,1572.65,3182.72,0.269,0.88,5.04,2.07,4.86,98.49,89.74,PASS
MTR_0161,1,1929.6,3831.1,0.432,10.44,1.84,8.2,4.59,61.49,78.63,FAIL
MTR_0161,2,1574.01,3200.9,0.337,3.29,4.58,2.15,4.91,99.03,94.08,PASS
MTR_0161,3,1492.25,3236.73,0.317,2.68,4.25,4.33,5.18,98.3,91.31,PASS
MTR_0161,4,1482.61,3270.19,0.306,0.5,4.89,1.8,4.97,97.12,89.95,PASS
MTR_0161,5,1057.82,2634.75,0.601,10.92,1.56,11.97,6.27,81.63,60.76,FAIL
MTR_0161,6,1355.17,3353.42,0.37,4.97,3.85,6.19,5.29,96.52,83.27,WARNING
MTR_0161,7,1324.71,3386.66,0.388,4.1,3.99,5.46,4.68,94.62,82.53,WARNING
MTR_0161,8,1549.5,3226.05,0.298,1.11,4.77,3.43,5.06,98.39,89.36,PASS
MTR_0161,9,1397.86,3110.1,0.275,1.23,5.04,2.61,5.05,98.17,90.65,PASS
MTR_0161,10,1390.03,3220.71,0.265,2.72,4.8,3.37,4.93,98.87,85.73,PASS
MTR_0161,11,1564.9,3345.75,0.285,0.54,4.81,4.89,5.11,98.68,86.58,PASS
MTR_0161,12,1577.6,3319.8,0.33,2.79,4.94,3.26,4.89,97.13,90.99,PASS
MTR_0161,13,1379.9,3377.88,0.383,3.62,3.87,6.96,5.3,94.48,82.65,WARNING
MTR_0161,14,1450.66,3313.85,0.26,2.85,4.93,4.92,5.21,99.25,85.45,PASS
MTR_0161,15,1412.86,3197.26,0.328,2.49,4.58,3.81,5.13,98.21,90.89,PASS
MTR_0161,16,1378.66,3382.14,0.385,3.86,3.97,6.65,5.3,94.51,83.48,WARNING
MTR_0161,17,1447.96,3119.45,0.251,1.64,4.26,3.27,5.12,98.73,94.32,PASS
MTR_0161,18,1493.65,3158.13,0.337,3.29,4.9,1.51,4.78,99.04,91.56,PASS
MTR_0161,19,1347.87,3355.27,0.383,4.42,4.01,6.83,4.66,92.72,83.98,WARNING
MTR_0161,20,1595.48,3060.25,0.338,3.05,4.61,3.03,5.13,98.93,89.46,PASS
MTR_0161,21,1570.6,3309.42,0.273,2.32,4.43,3.83,4.86,97.05,92.99,PASS
MTR_0161,22,1446.83,3113.21,0.252,3.43,5.08,1.49,5.07,99.2,93.6,PASS
MTR_0161,23,1586.46,3070.14,0.321,2.39,4.06,1.35,4.84,98.43,87.05,PASS
MTR_0161,24,1427.81,3322.19,0.25,2.32,4.18,4.17,4.86,97.54,91.8,PASS
MTR_0161,25,1419.02,3169.21,0.297,2.5,4.63,2.89,4.93,98.14,85.76,PASS
MTR_0161,26,1560.91,3159.51,0.316,1.21,4.29,1.52,5.03,99.13,91.93,PASS
MTR_0161,27,1429.75,3089.13,0.32,2.55,4.22,2.93,4.9,98.39,94.96,PASS
MTR_0161,28,1545.34,3173.6,0.25,2.21,5.16,1.34,4.84,99.84,89.59,PASS
MTR_0161,29,1324.83,3007.05,0.368,4.48,4.01,6.27,4.68,92.68,82.04,WARNING
MTR_0161,30,1590.72,3202.21,0.257,1.53,4.2,2.58,5.23,97.48,86.53,PASS
MTR_0161,31,1726.83,4146.32,0.493,10.0,1.64,13.45,4.43,82.31,56.72,FAIL
MTR_0161,32,1365.97,3031.9,0.371,4.79,3.95,5.31,5.31,93.71,84.59,WARNING
MTR_0161,33,1505.19,3094.04,0.329,3.49,4.1,2.61,5.12,99.87,89.56,PASS
MTR_0161,34,1597.55,3287.07,0.273,3.07,4.11,3.72,5.15,98.89,91.21,PASS
MTR_0161,35,1407.3,3336.72,0.255,2.24,4.64,3.93,5.22,98.11,93.08,PASS
MTR_0161,36,1398.23,3193.83,0.326,0.91,4.49,1.19,4.95,97.99,94.3,PASS
MTR_0161,37,1540.17,3280.8,0.276,2.54,4.81,2.12,5.17,98.3,94.83,PASS
MTR_0161,38,1808.77,2744.33,0.521,11.79,2.94,12.86,6.11,62.07,75.11,FAIL
MTR_0161,39,1501.45,3237.02,0.293,1.35,4.4,2.79,5.03,98.9,85.85,PASS
MTR_0161,40,2134.09,2362.72,0.537,10.45,3.05,14.95,6.18,71.12,65.48,FAIL
MTR_0161,41,1540.47,3074.32,0.305,1.03,4.2,4.02,5.06,99.34,88.48,PASS
MTR_0161,42,1545.53,3169.88,0.252,2.39,4.39,4.59,4.8,99.34,87.14,PASS
MTR_0161,43,1449.09,3082.17,0.283,3.49,4.57,2.98,5.21,97.38,88.09,PASS
MTR_0161,44,1570.17,3177.87,0.256,1.73,4.54,2.89,5.09,97.2,85.68,PASS
MTR_0161,45,1322.72,3373.42,0.387,4.16,4.04,5.99,4.67,95.64,83.53,WARNING
MTR_0161,46,1523.95,3061.53,0.299,0.64,4.51,1.65,4.82,97.78,92.17,PASS
MTR_0161,47,1366.29,3386.11,0.367,4.44,3.98,6.37,4.67,95.5,84.21,WARNING
MTR_0161,48,1453.31,3097.0,0.252,0.69,4.77,3.09,4.99,99.19,94.75,PASS
MTR_0161,49,1440.65,3295.81,0.29,2.98,4.18,1.61,5.09,97.39,92.81,PASS
MTR_0161,50,1330.04,3396.48,0.373,3.83,4.05,6.13,5.26,93.1,82.33,WARNING
MTR_0162,1,1525.84,3146.21,0.285,1.94,4.21,3.61,4.89,97.05,88.05,PASS
MTR_0162,2,1470.92,3114.72,0.284,3.17,4.94,2.51,4.84,98.04,91.61,PASS
MTR_0162,3,1495.95,3283.65,0.289,2.36,4.26,1.25,4.93,98.02,90.53,PASS
MTR_0162,4,1522.35,3213.58,0.267,1.49,4.24,3.8,4.9,97.99,91.88,PASS
MTR_0162,5,1471.76,3068.83,0.303,2.66,4.23,3.7,4.78,97.09,89.49,PASS
MTR_0162,6,1439.2,3210.08,0.3,2.77,5.13,4.75,4.88,98.53,91.97,PASS
MTR_0162,7,1384.64,3092.24,0.333,2.93,4.79,1.47,5.15,97.9,88.31,PASS
MTR_0162,8,1565.51,3128.24,0.32,2.98,5.18,4.05,4.87,97.3,87.15,PASS
MTR_0162,9,1539.53,3085.29,0.279,0.75,5.12,4.52,4.77,98.93,94.47,PASS
MTR_0162,10,1352.6,3367.66,0.351,4.69,3.97,6.57,5.26,95.95,84.63,WARNING
MTR_0162,11,1448.67,3257.09,0.303,0.87,5.17,3.56,4.96,97.27,86.71,PASS
MTR_0162,12,1500.38,3318.95,0.254,0.65,4.2,4.18,4.76,97.94,88.8,PASS
MTR_0162,13,1383.55,3284.06,0.318,1.71,4.89,4.89,4.78,98.48,94.63,PASS
MTR_0162,14,1548.43,3084.57,0.33,2.79,4.86,4.59,4.84,99.5,91.81,PASS
MTR_0162,15,1421.33,3178.78,0.343,3.45,4.42,2.13,5.01,99.25,86.77,PASS
MTR_0162,16,1367.29,3037.54,0.386,3.58,3.99,6.43,4.7,92.42,84.99,WARNING
MTR_0162,17,1395.61,3252.35,0.33,3.37,4.14,2.96,5.13,98.4,85.1,PASS
MTR_0162,18,1386.19,3246.49,0.331,0.77,4.76,3.17,5.12,99.4,88.29,PASS
MTR_0162,19,1449.99,3151.45,0.285,2.3,5.04,1.68,5.18,97.77,90.54,PASS
MTR_0162,20,1457.45,3065.26,0.344,1.88,4.8,3.42,4.88,99.57,94.0,PASS
MTR_0162,21,1349.45,3043.75,0.368,4.53,4.03,6.24,4.68,93.69,84.54,WARNING
MTR_0162,22,1520.66,3211.99,0.292,1.11,4.89,1.93,5.16,97.25,88.52,PASS
MTR_0162,23,1460.7,3160.25,0.282,2.85,5.18,1.13,4.98,97.9,87.73,PASS
MTR_0162,24,1517.78,3333.9,0.306,3.11,5.06,1.26,5.07,99.9,88.87,PASS
MTR_0162,25,1551.73,3189.32,0.293,0.62,4.58,4.46,4.91,97.75,86.54,PASS
MTR_0162,26,1928.34,2833.38,0.473,5.28,3.68,7.58,5.93,77.74,74.61,FAIL
MTR_0162,27,1382.11,3107.66,0.342,2.08,5.19,3.81,4.75,97.05,92.9,PASS
MTR_0162,28,1110.41,4103.98,0.61,11.53,3.13,13.16,6.04,78.22,70.34,FAIL
MTR_0162,29,1565.77,3145.79,0.274,2.4,4.53,2.02,5.15,97.68,88.3,PASS
MTR_0162,30,1358.43,3366.09,0.37,3.56,3.95,5.98,4.7,95.24,82.3,WARNING
MTR_0162,31,1170.59,2707.17,0.436,6.89,3.59,9.0,4.57,82.95,57.67,FAIL
MTR_0162,32,1390.23,3091.51,0.31,2.49,4.05,3.66,4.79,97.61,86.35,PASS
MTR_0162,33,1326.17,3012.71,0.389,4.36,3.85,6.71,5.29,94.51,84.16,WARNING
MTR_0162,34,1329.56,3001.78,0.345,4.47,3.91,5.89,4.74,94.96,83.49,WARNING
MTR_0162,35,1352.45,3371.56,0.376,4.72,4.03,6.11,4.68,95.57,83.35,WARNING
MTR_0162,36,1539.89,3146.2,0.265,2.93,4.78,1.19,5.03,99.72,90.9,PASS
MTR_0162,37,1549.09,3224.24,0.261,3.27,5.13,2.09,5.21,99.86,87.8,PASS
MTR_0162,38,1933.43,3429.24,0.565,10.09,2.51,10.54,3.77,69.17,68.37,FAIL
MTR_0162,39,1598.64,3260.57,0.325,2.41,4.29,4.79,5.1,99.04,85.76,PASS
MTR_0162,40,1503.26,3182.15,0.339,3.2,5.07,3.61,5.08,97.58,92.47,PASS
MTR_0162,41,1403.93,3244.62,0.305,0.69,4.33,4.91,4.96,97.48,85.23,PASS
MTR_0162,42,1361.7,3382.46,0.362,4.61,3.88,6.2,4.68,94.53,84.04,WARNING
MTR_0162,43,1336.14,3017.2,0.355,4.47,3.91,6.71,4.67,95.69,84.05,WARNING
MTR_0162,44,1519.17,3303.41,0.266,3.13,4.35,1.34,5.13,99.41,87.78,PASS
MTR_0162,45,1449.45,3094.34,0.271,3.06,4.57,2.49,5.04,99.44,89.52,PASS
MTR_0162,46,1484.13,3216.95,0.311,3.12,4.78,3.48,5.02,97.68,88.88,PASS
MTR_0162,47,1419.25,3093.41,0.268,3.33,4.56,2.51,5.17,97.28,92.73,PASS
MTR_0162,48,1469.24,3312.53,0.345,3.07,4.35,1.63,4.99,98.29,86.58,PASS
MTR_0162,49,1373.69,3393.63,0.347,4.28,3.98,5.34,5.25,95.12,83.96,WARNING
MTR_0162,50,997.13,3667.47,0.442,6.42,1.5,10.31,3.11,55.98,65.63,FAIL
MTR_0163,1,1373.54,3025.57,0.367,3.51,3.91,5.63,4.75,94.31,82.02,WARNING
MTR_0163,2,1426.32,3195.77,0.301,2.28,4.74,3.84,5.16,99.45,90.81,PASS
MTR_0163,3,1571.05,3124.95,0.282,2.21,4.73,3.07,4.82,99.81,88.51,PASS
MTR_0163,4,1653.7,3734.95,0.553,8.34,2.02,14.16,5.46,61.56,56.36,FAIL
MTR_0163,5,1433.72,3153.94,0.306,2.48,4.15,4.55,5.16,98.73,86.71,PASS
MTR_0163,6,1483.4,3247.51,0.322,0.64,4.38,4.67,5.12,97.65,88.03,PASS
MTR_0163,7,1550.11,3219.88,0.338,2.37,4.2,3.26,4.93,99.47,85.14,PASS
MTR_0163,8,1524.0,3162.16,0.343,3.18,4.18,2.26,4.76,99.28,93.32,PASS
MTR_0163,9,1459.23,3178.58,0.294,1.79,4.55,4.65,4.93,97.37,94.79,PASS
MTR_0163,10,1451.59,3348.2,0.338,2.53,5.2,4.48,4.95,97.54,88.39,PASS
MTR_0163,11,1423.04,3111.13,0.314,2.88,5.01,3.26,5.18,98.75,92.84,PASS
MTR_0163,12,1540.63,3122.48,0.289,1.21,4.86,1.02,5.1,98.09,94.64,PASS
MTR_0163,13,1411.42,3187.28,0.277,0.59,5.16,2.07,4.76,99.22,92.55,PASS
MTR_0163,14,1416.42,3317.09,0.321,0.96,5.12,3.23,5.02,97.69,93.52,PASS
MTR_0163,15,1564.02,3265.4,0.343,3.1,4.37,1.38,5.1,98.98,90.42,PASS
MTR_0163,16,1461.87,3205.74,0.326,2.06,4.39,2.57,4.85,99.39,90.7,PASS
MTR_0163,17,1530.57,3293.25,0.301,2.92,4.61,2.28,4.79,97.12,93.13,PASS
MTR_0163,18,1397.74,3119.59,0.325,1.46,4.1,2.85,4.92,99.06,91.1,PASS
MTR_0163,19,1363.85,3383.92,0.389,3.64,4.01,6.02,5.26,92.2,82.65,WARNING
MTR_0163,20,1385.3,3259.74,0.33,1.07,4.44,4.48,5.13,97.99,94.79,PASS
MTR_0163,21,1526.81,3221.8,0.304,2.99,4.67,2.49,5.12,97.3,92.15,PASS
MTR_0163,22,1440.06,3129.54,0.265,3.18,4.19,2.37,5.13,98.62,92.88,PASS
MTR_0163,23,1355.87,3364.39,0.372,3.51,3.97,6.35,5.26,92.37,84.26,WARNING
MTR_0163,24,1505.14,3344.14,0.291,1.16,4.91,3.52,5.17,99.75,91.84,PASS
MTR_0163,25,1465.7,3256.63,0.345,1.48,4.06,2.56,5.08,97.39,88.36,PASS
MTR_0163,26,1350.75,3359.0,0.385,3.94,3.95,6.62,5.26,93.82,84.28,WARNING
MTR_0163,27,1466.98,3255.81,0.328,0.75,4.27,1.31,4.96,99.92,90.41,PASS
